Shipment_ID,Batch_ID,Drug_ID,Drug_Name,Supplier_ID,Origin_Hub,Destination_Hub,Current_Latitude,Current_Longitude,Internal_Temperature_C,Temperature_Alert,Humidity_Level_pct,Humidity_Alert,Vibration_Alert,GPS_Speed_kmh,Battery_Level_pct,Signal_Strength_dBm,Timestamp,Transit_Status,Expected_Delivery,SLA_Breach
SHP000751,BAT000751,DRG0751,Amoxicillin 250mg Variant-750,SUP008,Kolkata Cold Chain,Jaipur Depot,24.652377,82.409168,28.7,Normal,54.1,Normal,Normal,42.2,46,-74,2026-05-15 11:27:36,Delivered,2026-05-18,On Track
SHP000752,BAT000752,DRG0752,Amoxicillin 250mg Variant-751,SUP018,Kolkata Cold Chain,Hyderabad Depot,20.003276,83.492842,29.1,WARNING: Near Limit,33.8,Normal,Normal,5.0,76,-62,2026-05-15 22:36:36,In Transit,2026-05-17,On Track
SHP000753,BAT000753,DRG0753,Amoxicillin 250mg Variant-752,SUP016,Bengaluru Pharma Hub,Jaipur Depot,21.262527,76.531577,33.2,CRITICAL TEMP EXCURSION,79.6,High Humidity Alert,Normal,25.9,40,-96,2026-05-16 00:10:36,Delayed,2026-05-19,Breached
SHP000754,BAT000754,DRG0754,Amoxicillin 250mg Variant-753,SUP018,Bengaluru Pharma Hub,Hyderabad Depot,15.736616,78.120055,27.4,Normal,74.8,Normal,Normal,75.1,68,-74,2026-05-15 21:55:36,Delayed,2026-05-19,On Track
SHP000755,BAT000755,DRG0755,Amoxicillin 250mg Variant-754,SUP001,Mumbai Warehouse,Kolkata Cold Chain,21.231258,82.323895,28.6,Normal,47.8,Normal,Normal,53.9,31,-102,2026-05-15 13:29:36,In Transit,2026-05-19,On Track
SHP000756,BAT000756,DRG0756,Amoxicillin 250mg Variant-755,SUP020,Ahmedabad Hub,Mumbai Warehouse,22.880495,72.62553,28.6,Normal,60.6,Normal,Normal,47.9,63,-95,2026-05-16 03:06:36,In Transit,2026-05-25,On Track
SHP000757,BAT000757,DRG0757,Amoxicillin 250mg Variant-756,SUP016,Jaipur Depot,Mumbai Warehouse,24.89308,75.088969,24.4,Normal,30.4,Normal,Normal,87.7,72,-62,2026-05-15 20:25:36,In Transit,2026-05-21,On Track
SHP000758,BAT000758,DRG0758,Amoxicillin 250mg Variant-757,SUP009,Pune Distribution,Mumbai Warehouse,18.822869,73.432221,25.7,Normal,54.6,Normal,Normal,2.5,43,-108,2026-05-15 22:56:36,Delayed,2026-05-25,On Track
SHP000759,BAT000759,DRG0759,Amoxicillin 250mg Variant-758,SUP004,Bengaluru Pharma Hub,Delhi Cold Hub,16.825714,77.496598,19.1,Normal,83.3,High Humidity Alert,Normal,50.4,73,-51,2026-05-15 23:37:36,At Checkpoint,2026-05-25,On Track
SHP000760,BAT000760,DRG0760,Amoxicillin 250mg Variant-759,SUP011,Bengaluru Pharma Hub,Jaipur Depot,24.285708,76.156355,28.6,Normal,57.3,Normal,ALERT: Severe,6.9,40,-59,2026-05-15 20:10:36,At Checkpoint,2026-05-21,On Track
SHP000761,BAT000761,DRG0761,Amoxicillin 250mg Variant-760,SUP015,Kolkata Cold Chain,Bengaluru Pharma Hub,17.001072,82.199369,21.7,Normal,36.3,Normal,Normal,21.1,43,-76,2026-05-15 11:44:36,At Checkpoint,2026-05-16,On Track
SHP000762,BAT000762,DRG0762,Amoxicillin 250mg Variant-761,SUP002,Ahmedabad Hub,Mumbai Warehouse,22.903851,72.531471,21.7,Normal,67.7,Normal,Normal,84.5,38,-67,2026-05-16 01:18:36,Delayed,2026-05-26,On Track
SHP000763,BAT000763,DRG0763,Amoxicillin 250mg Variant-762,SUP013,Delhi Cold Hub,Ahmedabad Hub,26.582888,75.51267,24.4,Normal,64.1,Normal,ALERT: Severe,77.8,28,-107,2026-05-15 21:33:36,Delivered,2026-05-22,On Track
SHP000764,BAT000764,DRG0764,Amoxicillin 250mg Variant-763,SUP013,Bengaluru Pharma Hub,Ahmedabad Hub,16.207216,76.017489,22.9,Normal,67.4,Normal,Normal,22.8,41,-58,2026-05-16 05:00:36,In Transit,2026-05-22,On Track
SHP000765,BAT000765,DRG0765,Amoxicillin 250mg Variant-764,SUP015,Mumbai Warehouse,Ahmedabad Hub,21.212317,72.693202,29.3,WARNING: Near Limit,40.4,Normal,Normal,51.6,67,-78,2026-05-15 13:54:36,In Transit,2026-05-19,On Track
SHP000766,BAT000766,DRG0766,Amoxicillin 250mg Variant-765,SUP014,Jaipur Depot,Hyderabad Depot,23.142203,76.812428,30.5,CRITICAL TEMP EXCURSION,44.3,Normal,Normal,88.0,39,-96,2026-05-16 02:09:36,Delivered,2026-05-23,On Track
SHP000767,BAT000767,DRG0767,Amoxicillin 250mg Variant-766,SUP006,Delhi Cold Hub,Chennai Port,17.100254,79.479349,33.8,CRITICAL TEMP EXCURSION,30.4,Normal,Normal,4.0,33,-74,2026-05-15 15:59:36,Delivered,2026-05-25,On Track
SHP000768,BAT000768,DRG0768,Amoxicillin 250mg Variant-767,SUP016,Ahmedabad Hub,Bengaluru Pharma Hub,22.706914,72.667948,30.7,CRITICAL TEMP EXCURSION,60.9,Normal,Minor,65.1,65,-102,2026-05-15 22:37:36,In Transit,2026-05-18,On Track
SHP000769,BAT000769,DRG0769,Amoxicillin 250mg Variant-768,SUP003,Lucknow Store,Ahmedabad Hub,23.66071,73.904019,27.0,Normal,62.2,Normal,Minor,14.5,33,-89,2026-05-15 12:28:36,Delayed,2026-05-21,On Track
SHP000770,BAT000770,DRG0770,Amoxicillin 250mg Variant-769,SUP016,Delhi Cold Hub,Lucknow Store,27.826243,78.824026,21.4,Normal,39.1,Normal,Normal,81.4,79,-89,2026-05-15 15:03:36,In Transit,2026-05-17,On Track
SHP000771,BAT000771,DRG0771,Amoxicillin 250mg Variant-770,SUP006,Chennai Port,Bengaluru Pharma Hub,13.080548,79.503147,19.9,Normal,37.2,Normal,Minor,7.2,89,-95,2026-05-15 07:05:36,In Transit,2026-05-18,On Track
SHP000772,BAT000772,DRG0772,Amoxicillin 250mg Variant-771,SUP011,Chennai Port,Ahmedabad Hub,20.288633,74.710957,27.5,Normal,56.4,Normal,Normal,26.7,59,-98,2026-05-15 09:15:36,In Transit,2026-05-20,On Track
SHP000773,BAT000773,DRG0773,Amoxicillin 250mg Variant-772,SUP002,Lucknow Store,Ahmedabad Hub,24.828832,76.648032,23.7,Normal,48.6,Normal,Normal,67.7,59,-96,2026-05-15 13:03:36,Delayed,2026-05-26,Breached
SHP000774,BAT000774,DRG0774,Amoxicillin 250mg Variant-773,SUP013,Bengaluru Pharma Hub,Mumbai Warehouse,17.601281,74.03889,25.7,Normal,36.9,Normal,Normal,52.3,73,-107,2026-05-15 09:21:36,In Transit,2026-05-16,On Track
SHP000775,BAT000775,DRG0775,Amoxicillin 250mg Variant-774,SUP010,Lucknow Store,Chennai Port,26.672747,80.959694,23.7,Normal,37.0,Normal,Normal,36.5,37,-102,2026-05-15 18:15:36,In Transit,2026-05-25,On Track
SHP000776,BAT000776,DRG0776,Amoxicillin 250mg Variant-775,SUP003,Bengaluru Pharma Hub,Mumbai Warehouse,14.347786,76.526089,19.0,Normal,82.7,High Humidity Alert,ALERT: Severe,87.7,32,-67,2026-05-15 19:24:36,In Transit,2026-05-23,On Track
SHP000777,BAT000777,DRG0777,Amoxicillin 250mg Variant-776,SUP003,Hyderabad Depot,Delhi Cold Hub,27.948948,77.276278,22.8,Normal,80.1,High Humidity Alert,Normal,44.2,62,-84,2026-05-15 11:14:36,In Transit,2026-05-16,On Track
SHP000778,BAT000778,DRG0778,Amoxicillin 250mg Variant-777,SUP019,Delhi Cold Hub,Jaipur Depot,28.20332,76.860695,22.0,Normal,59.0,Normal,ALERT: Severe,24.6,59,-100,2026-05-16 01:21:36,At Checkpoint,2026-05-24,On Track
SHP000779,BAT000779,DRG0779,Amoxicillin 250mg Variant-778,SUP013,Hyderabad Depot,Pune Distribution,18.103364,75.673664,23.7,Normal,81.4,High Humidity Alert,Normal,22.4,96,-109,2026-05-16 00:59:36,In Transit,2026-05-22,On Track
SHP000780,BAT000780,DRG0780,Amoxicillin 250mg Variant-779,SUP002,Bengaluru Pharma Hub,Chennai Port,13.051196,78.829183,34.3,CRITICAL TEMP EXCURSION,37.9,Normal,Minor,1.4,24,-65,2026-05-15 09:02:36,In Transit,2026-05-22,On Track
SHP000781,BAT000781,DRG0781,Amoxicillin 250mg Variant-780,SUP015,Chennai Port,Ahmedabad Hub,17.160483,77.154817,23.4,Normal,56.9,Normal,ALERT: Severe,63.5,60,-94,2026-05-15 08:16:36,In Transit,2026-05-20,On Track
SHP000782,BAT000782,DRG0782,Amoxicillin 250mg Variant-781,SUP015,Bengaluru Pharma Hub,Hyderabad Depot,13.534939,77.715929,27.0,Normal,70.4,Normal,Normal,85.5,54,-50,2026-05-15 11:15:36,In Transit,2026-05-25,On Track
SHP000783,BAT000783,DRG0783,Amoxicillin 250mg Variant-782,SUP006,Hyderabad Depot,Chennai Port,13.290574,80.182153,31.9,CRITICAL TEMP EXCURSION,41.7,Normal,ALERT: Severe,53.1,43,-60,2026-05-15 07:14:36,In Transit,2026-05-18,On Track
SHP000784,BAT000784,DRG0784,Amoxicillin 250mg Variant-783,SUP006,Jaipur Depot,Ahmedabad Hub,24.714328,73.988701,27.6,Normal,58.1,Normal,Normal,22.2,81,-96,2026-05-15 21:17:36,In Transit,2026-05-19,On Track
SHP000785,BAT000785,DRG0785,Amoxicillin 250mg Variant-784,SUP020,Hyderabad Depot,Mumbai Warehouse,17.663714,77.45368,19.8,Normal,71.7,Normal,Normal,1.9,92,-76,2026-05-15 17:58:36,In Transit,2026-05-23,On Track
SHP000786,BAT000786,DRG0786,Amoxicillin 250mg Variant-785,SUP011,Bengaluru Pharma Hub,Mumbai Warehouse,14.431886,76.436815,30.3,CRITICAL TEMP EXCURSION,43.7,Normal,Normal,29.4,23,-79,2026-05-16 03:41:36,In Transit,2026-05-21,On Track
SHP000787,BAT000787,DRG0787,Amoxicillin 250mg Variant-786,SUP001,Pune Distribution,Jaipur Depot,25.686216,75.524246,25.6,Normal,68.4,Normal,Normal,13.7,58,-50,2026-05-15 19:06:36,Delivered,2026-05-20,On Track
SHP000788,BAT000788,DRG0788,Amoxicillin 250mg Variant-787,SUP012,Delhi Cold Hub,Lucknow Store,27.530285,79.459194,19.6,Normal,42.8,Normal,Normal,84.7,86,-106,2026-05-15 10:44:36,In Transit,2026-05-19,On Track
SHP000789,BAT000789,DRG0789,Amoxicillin 250mg Variant-788,SUP020,Pune Distribution,Mumbai Warehouse,18.738761,73.537661,29.5,WARNING: Near Limit,81.2,High Humidity Alert,Normal,55.5,80,-103,2026-05-15 19:22:36,Delayed,2026-05-23,On Track
SHP000790,BAT000790,DRG0790,Amoxicillin 250mg Variant-789,SUP003,Pune Distribution,Lucknow Store,22.613852,77.417533,20.8,Normal,82.7,High Humidity Alert,ALERT: Severe,58.5,55,-84,2026-05-15 22:21:36,In Transit,2026-05-22,On Track
SHP000791,BAT000791,DRG0791,Amoxicillin 250mg Variant-790,SUP002,Delhi Cold Hub,Kolkata Cold Chain,27.838801,78.722318,25.9,Normal,79.0,High Humidity Alert,ALERT: Severe,38.9,60,-102,2026-05-16 06:26:36,In Transit,2026-05-23,On Track
SHP000792,BAT000792,DRG0792,Amoxicillin 250mg Variant-791,SUP017,Kolkata Cold Chain,Delhi Cold Hub,24.440394,84.831673,25.9,Normal,57.6,Normal,Normal,60.1,73,-72,2026-05-15 15:32:36,Delivered,2026-05-17,On Track
SHP000793,BAT000793,DRG0793,Amoxicillin 250mg Variant-792,SUP017,Chennai Port,Hyderabad Depot,16.052657,79.03941,24.1,Normal,71.0,Normal,Minor,3.4,25,-105,2026-05-15 21:02:36,Delivered,2026-05-17,On Track
SHP000794,BAT000794,DRG0794,Amoxicillin 250mg Variant-793,SUP002,Mumbai Warehouse,Hyderabad Depot,18.060136,76.24386,19.2,Normal,62.7,Normal,Normal,25.3,70,-68,2026-05-16 02:50:36,Delivered,2026-05-19,On Track
SHP000795,BAT000795,DRG0795,Amoxicillin 250mg Variant-794,SUP007,Jaipur Depot,Lucknow Store,26.951607,76.372117,22.2,Normal,59.0,Normal,ALERT: Severe,31.8,73,-51,2026-05-15 10:24:36,In Transit,2026-05-21,On Track
SHP000796,BAT000796,DRG0796,Amoxicillin 250mg Variant-795,SUP017,Mumbai Warehouse,Kolkata Cold Chain,20.23414,78.056877,22.6,Normal,39.7,Normal,Normal,1.1,39,-65,2026-05-15 14:05:36,In Transit,2026-05-16,On Track
SHP000797,BAT000797,DRG0797,Amoxicillin 250mg Variant-796,SUP004,Jaipur Depot,Delhi Cold Hub,28.102264,76.723469,20.3,Normal,41.6,Normal,Normal,25.4,79,-77,2026-05-15 23:07:36,Delayed,2026-05-16,On Track
SHP000798,BAT000798,DRG0798,Amoxicillin 250mg Variant-797,SUP001,Hyderabad Depot,Mumbai Warehouse,18.695147,74.220592,25.2,Normal,64.6,Normal,Minor,33.4,52,-88,2026-05-15 21:03:36,At Checkpoint,2026-05-24,On Track
SHP000799,BAT000799,DRG0799,Amoxicillin 250mg Variant-798,SUP020,Hyderabad Depot,Kolkata Cold Chain,19.736764,83.033293,18.4,Normal,53.9,Normal,Minor,46.4,73,-82,2026-05-15 18:01:36,In Transit,2026-05-24,On Track
SHP000800,BAT000800,DRG0800,Amoxicillin 250mg Variant-799,SUP003,Pune Distribution,Ahmedabad Hub,22.500145,72.689082,22.2,Normal,63.4,Normal,Normal,73.9,46,-91,2026-05-15 22:15:36,In Transit,2026-05-24,On Track
SHP000801,BAT000801,DRG0801,Amoxicillin 250mg Variant-800,SUP016,Mumbai Warehouse,Ahmedabad Hub,19.946027,72.765153,32.1,CRITICAL TEMP EXCURSION,75.9,High Humidity Alert,Normal,38.6,47,-95,2026-05-15 14:43:36,Delayed,2026-05-23,Breached
SHP000802,BAT000802,DRG0802,Amoxicillin 250mg Variant-801,SUP016,Hyderabad Depot,Mumbai Warehouse,18.489761,74.688881,19.3,Normal,73.1,Normal,Normal,9.7,56,-75,2026-05-15 14:20:36,Delayed,2026-05-18,Breached
SHP000803,BAT000803,DRG0803,Amoxicillin 250mg Variant-802,SUP015,Delhi Cold Hub,Bengaluru Pharma Hub,24.461658,77.35566,21.5,Normal,47.7,Normal,ALERT: Severe,5.2,63,-92,2026-05-15 10:36:36,In Transit,2026-05-24,On Track
SHP000804,BAT000804,DRG0804,Amoxicillin 250mg Variant-803,SUP012,Mumbai Warehouse,Jaipur Depot,25.688348,75.32989,20.8,Normal,58.1,Normal,Normal,27.9,32,-85,2026-05-15 23:25:36,In Transit,2026-05-19,On Track
SHP000805,BAT000805,DRG0805,Amoxicillin 250mg Variant-804,SUP005,Chennai Port,Hyderabad Depot,15.373608,79.287989,30.5,CRITICAL TEMP EXCURSION,42.3,Normal,Normal,55.4,99,-51,2026-05-15 23:02:36,In Transit,2026-05-23,On Track
SHP000806,BAT000806,DRG0806,Amoxicillin 250mg Variant-805,SUP005,Chennai Port,Delhi Cold Hub,19.887255,78.976824,29.9,WARNING: Near Limit,52.7,Normal,Normal,13.7,99,-79,2026-05-15 07:05:36,In Transit,2026-05-21,On Track
SHP000807,BAT000807,DRG0807,Amoxicillin 250mg Variant-806,SUP011,Delhi Cold Hub,Jaipur Depot,27.571171,76.312495,27.3,Normal,64.8,Normal,Normal,0.4,36,-95,2026-05-16 05:28:36,In Transit,2026-05-19,On Track
SHP000808,BAT000808,DRG0808,Amoxicillin 250mg Variant-807,SUP017,Chennai Port,Mumbai Warehouse,15.338243,77.513592,29.4,WARNING: Near Limit,40.1,Normal,Normal,59.3,86,-74,2026-05-16 05:15:36,In Transit,2026-05-17,On Track
SHP000809,BAT000809,DRG0809,Amoxicillin 250mg Variant-808,SUP003,Jaipur Depot,Bengaluru Pharma Hub,16.147959,77.223724,23.0,Normal,53.7,Normal,ALERT: Severe,48.8,34,-56,2026-05-16 00:36:36,In Transit,2026-05-25,On Track
SHP000810,BAT000810,DRG0810,Amoxicillin 250mg Variant-809,SUP016,Bengaluru Pharma Hub,Ahmedabad Hub,18.24987,74.923888,18.4,Normal,60.6,Normal,Normal,37.5,61,-102,2026-05-15 14:34:36,Delivered,2026-05-25,On Track
SHP000811,BAT000811,DRG0811,Amoxicillin 250mg Variant-810,SUP016,Pune Distribution,Jaipur Depot,25.356102,75.399276,18.2,Normal,38.8,Normal,Normal,62.5,39,-94,2026-05-15 12:25:36,At Checkpoint,2026-05-22,On Track
SHP000812,BAT000812,DRG0812,Amoxicillin 250mg Variant-811,SUP020,Hyderabad Depot,Delhi Cold Hub,20.124553,78.170739,18.5,Normal,81.9,High Humidity Alert,Normal,82.2,24,-66,2026-05-16 01:32:36,Delivered,2026-05-26,On Track
SHP000813,BAT000813,DRG0813,Amoxicillin 250mg Variant-812,SUP004,Kolkata Cold Chain,Delhi Cold Hub,28.159918,78.110853,24.9,Normal,30.4,Normal,Normal,2.2,78,-51,2026-05-16 03:35:36,At Checkpoint,2026-05-25,On Track
SHP000814,BAT000814,DRG0814,Amoxicillin 250mg Variant-813,SUP006,Delhi Cold Hub,Lucknow Store,27.204793,80.264822,28.2,Normal,50.8,Normal,ALERT: Severe,60.9,38,-54,2026-05-15 20:22:36,Delayed,2026-05-23,Breached
SHP000815,BAT000815,DRG0815,Amoxicillin 250mg Variant-814,SUP015,Jaipur Depot,Hyderabad Depot,24.201424,76.540729,30.6,CRITICAL TEMP EXCURSION,71.6,Normal,Minor,9.3,91,-70,2026-05-16 03:12:36,In Transit,2026-05-16,On Track
SHP000816,BAT000816,DRG0816,Amoxicillin 250mg Variant-815,SUP016,Pune Distribution,Delhi Cold Hub,25.532829,76.176106,35.2,CRITICAL TEMP EXCURSION,66.8,Normal,Normal,28.1,24,-78,2026-05-15 18:25:36,Delivered,2026-05-16,On Track
SHP000817,BAT000817,DRG0817,Amoxicillin 250mg Variant-816,SUP014,Lucknow Store,Chennai Port,15.970981,80.451217,21.6,Normal,75.0,Normal,Normal,47.4,28,-109,2026-05-15 23:59:36,In Transit,2026-05-20,On Track
SHP000818,BAT000818,DRG0818,Amoxicillin 250mg Variant-817,SUP008,Pune Distribution,Kolkata Cold Chain,19.619031,77.843904,21.9,Normal,83.7,High Humidity Alert,Minor,24.2,26,-81,2026-05-15 21:36:36,In Transit,2026-05-19,On Track
SHP000819,BAT000819,DRG0819,Amoxicillin 250mg Variant-818,SUP003,Hyderabad Depot,Ahmedabad Hub,18.893719,76.924105,24.3,Normal,30.2,Normal,Normal,22.2,33,-65,2026-05-15 22:56:36,Delivered,2026-05-25,On Track
SHP000820,BAT000820,DRG0820,Amoxicillin 250mg Variant-819,SUP020,Chennai Port,Delhi Cold Hub,15.981748,79.748116,35.0,CRITICAL TEMP EXCURSION,30.9,Normal,Normal,38.4,77,-88,2026-05-15 22:46:36,In Transit,2026-05-26,On Track
SHP000821,BAT000821,DRG0821,Amoxicillin 250mg Variant-820,SUP005,Jaipur Depot,Mumbai Warehouse,24.230363,74.765339,35.0,CRITICAL TEMP EXCURSION,34.5,Normal,Minor,54.2,62,-92,2026-05-15 16:51:36,In Transit,2026-05-18,On Track
SHP000822,BAT000822,DRG0822,Amoxicillin 250mg Variant-821,SUP018,Pune Distribution,Hyderabad Depot,18.059444,75.669805,32.6,CRITICAL TEMP EXCURSION,82.3,High Humidity Alert,Normal,41.7,58,-54,2026-05-15 11:35:36,Delivered,2026-05-26,On Track
SHP000823,BAT000823,DRG0823,Amoxicillin 250mg Variant-822,SUP019,Lucknow Store,Jaipur Depot,26.886401,77.899266,28.8,Normal,43.6,Normal,Normal,2.3,26,-52,2026-05-15 15:11:36,Delivered,2026-05-16,On Track
SHP000824,BAT000824,DRG0824,Amoxicillin 250mg Variant-823,SUP018,Delhi Cold Hub,Ahmedabad Hub,25.940453,74.98996,21.8,Normal,79.9,High Humidity Alert,Minor,17.8,45,-58,2026-05-16 05:29:36,Delivered,2026-05-24,On Track
SHP000825,BAT000825,DRG0825,Amoxicillin 250mg Variant-824,SUP009,Delhi Cold Hub,Lucknow Store,26.925005,80.651153,23.1,Normal,32.9,Normal,Normal,25.0,23,-100,2026-05-16 03:34:36,In Transit,2026-05-20,On Track
SHP000826,BAT000826,DRG0826,Amoxicillin 250mg Variant-825,SUP009,Chennai Port,Delhi Cold Hub,27.787798,77.361384,23.4,Normal,42.5,Normal,Normal,59.9,86,-91,2026-05-15 08:05:36,At Checkpoint,2026-05-22,On Track
SHP000827,BAT000827,DRG0827,Amoxicillin 250mg Variant-826,SUP004,Pune Distribution,Lucknow Store,26.321029,80.570267,26.2,Normal,75.0,Normal,ALERT: Severe,21.1,51,-52,2026-05-16 06:42:36,In Transit,2026-05-20,On Track
SHP000828,BAT000828,DRG0828,Amoxicillin 250mg Variant-827,SUP019,Lucknow Store,Bengaluru Pharma Hub,21.498999,79.641548,26.6,Normal,82.6,High Humidity Alert,Minor,43.0,78,-95,2026-05-16 03:12:36,Delivered,2026-05-19,On Track
SHP000829,BAT000829,DRG0829,Amoxicillin 250mg Variant-828,SUP009,Lucknow Store,Chennai Port,16.359415,80.396035,26.6,Normal,38.4,Normal,Normal,71.4,91,-58,2026-05-15 18:50:36,At Checkpoint,2026-05-22,On Track
SHP000830,BAT000830,DRG0830,Amoxicillin 250mg Variant-829,SUP008,Pune Distribution,Hyderabad Depot,17.53701,77.723415,24.6,Normal,66.5,Normal,Normal,63.1,50,-93,2026-05-15 11:04:36,In Transit,2026-05-17,On Track
SHP000831,BAT000831,DRG0831,Amoxicillin 250mg Variant-830,SUP016,Ahmedabad Hub,Kolkata Cold Chain,22.777739,79.475715,25.7,Normal,56.3,Normal,Normal,74.2,79,-72,2026-05-16 02:28:36,In Transit,2026-05-17,On Track
SHP000832,BAT000832,DRG0832,Amoxicillin 250mg Variant-831,SUP020,Kolkata Cold Chain,Bengaluru Pharma Hub,19.30717,84.744241,20.3,Normal,78.2,High Humidity Alert,Normal,35.4,71,-97,2026-05-15 10:31:36,At Checkpoint,2026-05-25,On Track
SHP000833,BAT000833,DRG0833,Amoxicillin 250mg Variant-832,SUP008,Ahmedabad Hub,Mumbai Warehouse,22.601037,72.650246,22.3,Normal,30.3,Normal,Normal,53.9,50,-94,2026-05-15 08:10:36,In Transit,2026-05-23,On Track
SHP000834,BAT000834,DRG0834,Amoxicillin 250mg Variant-833,SUP018,Delhi Cold Hub,Jaipur Depot,26.926715,75.832559,22.3,Normal,36.9,Normal,ALERT: Severe,4.9,23,-71,2026-05-16 00:49:36,Delivered,2026-05-16,On Track
SHP000835,BAT000835,DRG0835,Amoxicillin 250mg Variant-834,SUP006,Mumbai Warehouse,Lucknow Store,24.285951,78.287477,34.6,CRITICAL TEMP EXCURSION,33.0,Normal,Normal,38.2,73,-106,2026-05-15 10:46:36,Delivered,2026-05-19,On Track
SHP000836,BAT000836,DRG0836,Amoxicillin 250mg Variant-835,SUP006,Jaipur Depot,Chennai Port,16.064415,79.343937,19.0,Normal,82.1,High Humidity Alert,Normal,0.1,91,-78,2026-05-16 01:58:36,Delayed,2026-05-19,On Track
SHP000837,BAT000837,DRG0837,Amoxicillin 250mg Variant-836,SUP012,Chennai Port,Kolkata Cold Chain,20.992721,87.032343,28.7,Normal,69.0,Normal,Minor,76.7,81,-102,2026-05-16 00:02:36,Delayed,2026-05-19,Breached
SHP000838,BAT000838,DRG0838,Amoxicillin 250mg Variant-837,SUP013,Chennai Port,Lucknow Store,20.366336,80.667088,29.4,WARNING: Near Limit,43.5,Normal,Normal,77.0,66,-90,2026-05-15 16:26:36,In Transit,2026-05-25,On Track
SHP000839,BAT000839,DRG0839,Amoxicillin 250mg Variant-838,SUP012,Bengaluru Pharma Hub,Lucknow Store,26.704992,80.908428,30.8,CRITICAL TEMP EXCURSION,52.6,Normal,Normal,47.4,70,-58,2026-05-15 20:56:36,In Transit,2026-05-23,On Track
SHP000840,BAT000840,DRG0840,Amoxicillin 250mg Variant-839,SUP010,Kolkata Cold Chain,Delhi Cold Hub,26.44014,81.268016,19.9,Normal,52.7,Normal,Normal,62.1,75,-72,2026-05-15 22:36:36,Delivered,2026-05-24,On Track
SHP000841,BAT000841,DRG0841,Amoxicillin 250mg Variant-840,SUP010,Hyderabad Depot,Pune Distribution,18.432638,74.21584,23.2,Normal,30.8,Normal,Normal,13.3,93,-68,2026-05-16 04:26:36,Delayed,2026-05-25,On Track
SHP000842,BAT000842,DRG0842,Amoxicillin 250mg Variant-841,SUP017,Bengaluru Pharma Hub,Pune Distribution,13.787914,77.036541,27.7,Normal,74.3,Normal,Normal,15.7,97,-95,2026-05-15 15:00:36,At Checkpoint,2026-05-20,On Track
SHP000843,BAT000843,DRG0843,Amoxicillin 250mg Variant-842,SUP017,Lucknow Store,Pune Distribution,19.772026,74.919546,25.4,Normal,71.9,Normal,Normal,27.1,86,-93,2026-05-15 22:16:36,Delayed,2026-05-26,Breached
SHP000844,BAT000844,DRG0844,Amoxicillin 250mg Variant-843,SUP005,Jaipur Depot,Kolkata Cold Chain,24.748049,82.205734,34.7,CRITICAL TEMP EXCURSION,42.2,Normal,Normal,38.3,23,-72,2026-05-15 13:00:36,In Transit,2026-05-21,On Track
SHP000845,BAT000845,DRG0845,Amoxicillin 250mg Variant-844,SUP007,Jaipur Depot,Ahmedabad Hub,25.083607,74.228923,26.1,Normal,73.0,Normal,Normal,69.4,69,-66,2026-05-16 01:03:36,Delivered,2026-05-24,On Track
SHP000846,BAT000846,DRG0846,Amoxicillin 250mg Variant-845,SUP016,Ahmedabad Hub,Mumbai Warehouse,22.330399,72.583798,26.6,Normal,44.7,Normal,Normal,85.8,79,-100,2026-05-16 02:46:36,Delivered,2026-05-18,On Track
SHP000847,BAT000847,DRG0847,Amoxicillin 250mg Variant-846,SUP001,Kolkata Cold Chain,Lucknow Store,25.6423,82.956237,18.9,Normal,73.8,Normal,Normal,56.0,64,-68,2026-05-15 09:36:36,At Checkpoint,2026-05-25,On Track
SHP000848,BAT000848,DRG0848,Amoxicillin 250mg Variant-847,SUP008,Ahmedabad Hub,Lucknow Store,25.987607,79.063344,20.3,Normal,75.7,High Humidity Alert,Normal,76.7,60,-62,2026-05-15 18:55:36,In Transit,2026-05-25,On Track
SHP000849,BAT000849,DRG0849,Amoxicillin 250mg Variant-848,SUP013,Bengaluru Pharma Hub,Chennai Port,13.028514,79.479422,34.1,CRITICAL TEMP EXCURSION,84.3,High Humidity Alert,Normal,1.1,87,-83,2026-05-16 01:41:36,In Transit,2026-05-22,On Track
SHP000850,BAT000850,DRG0850,Amoxicillin 250mg Variant-849,SUP006,Ahmedabad Hub,Kolkata Cold Chain,22.941709,74.25978,28.2,Normal,41.3,Normal,Normal,71.7,89,-108,2026-05-15 18:24:36,Delivered,2026-05-19,On Track
SHP000851,BAT000851,DRG0851,Amoxicillin 250mg Variant-850,SUP001,Mumbai Warehouse,Jaipur Depot,24.56478,74.879361,25.6,Normal,37.7,Normal,Normal,20.1,41,-59,2026-05-16 02:58:36,In Transit,2026-05-23,On Track
SHP000852,BAT000852,DRG0852,Amoxicillin 250mg Variant-851,SUP020,Jaipur Depot,Lucknow Store,26.866258,76.827264,29.8,WARNING: Near Limit,71.9,Normal,Normal,49.0,39,-99,2026-05-16 06:39:36,Delivered,2026-05-18,On Track
SHP000853,BAT000853,DRG0853,Amoxicillin 250mg Variant-852,SUP017,Mumbai Warehouse,Delhi Cold Hub,24.997123,75.555945,32.8,CRITICAL TEMP EXCURSION,75.6,High Humidity Alert,Normal,39.3,40,-79,2026-05-15 09:49:36,Delayed,2026-05-22,On Track
